baseline_start,baseline_end,min_val,drop_mag,recovery_mag,time_of_min,duration_below_95,mean_val,std_val,label
97.29971137566416,94.63318276571921,94.5998511580949,2.6998602175692525,0.03333160762430509,23,4,96.19576853114697,0.9305344357609691,1
91.30002200328802,86.83358658163024,86.20028603676832,5.099735966519702,0.6333005448619247,19,25,88.56016385656962,1.8511739918733465,1
97.49970102141003,98.43298603489079,97.49970102141003,0.0,0.9332850134807558,0,0,97.83568362626309,0.3450966067471476,0
95.03316205721097,95.29981491820547,93.39991328361968,1.6332487735912906,1.8999016345857882,0,2,96.8277358117039,1.3360505824943356,0
97.3663745909128,95.96644707069169,95.79978903257013,1.5665855583426662,0.1666580381215539,24,0,96.74773995340556,0.46826626413039474,1
96.73307404605085,93.56657132174122,93.49990810649261,3.2331659395582335,0.06666321524861019,24,8,95.42780829148279,1.0595752657491615,0
92.16664380152015,96.69974243842655,86.80025497400594,5.366388827514214,9.899487464420616,6,14,93.50390789940754,4.361560974593004,1
91.43334843378528,83.3337677810775,82.80046205908852,8.632886374696767,0.533305721988981,21,25,88.08818829260935,3.588721552319684,1
96.59974761555361,94.16654025897886,93.99988222085729,2.599865394696323,0.1666580381215681,19,9,95.43180808439773,0.986952447665209,0
95.99977867831599,95.16648848770821,94.99983044958665,0.9999482287293375,0.1666580381215539,16,7,95.6797952451226,0.5313856982863244,0
94.36652990472471,95.56646777919995,94.09987704373022,0.2666528609944976,1.4665907354697367,2,6,95.1718215449281,0.5157406874974414,0
96.76640565367518,92.9332707768793,92.59995470063619,4.166450953038989,0.3333160762431078,19,10,95.21181947407726,1.7008105283610597,1
96.33309475455913,96.8330688689238,96.29976314693481,0.033331607624319304,0.5333057219889952,0,0,96.8477347762785,0.26398633238454705,0
94.89983562671371,96.69974243842655,94.79984080384078,0.09999482287292949,1.899901634585774,2,7,96.68374326676688,1.4180041562483896,1
93.33325006837106,93.69989775223848,92.49995987776326,0.8332901906077979,1.199937874475225,6,25,93.17992467329923,0.36767649015240106,0
94.23320347422748,94.89983562671371,92.899939169255,1.3332643049724737,1.9998964574587035,11,24,93.7078973380683,0.7380241175668094,1
95.3998097410784,96.29976314693481,94.19987186660316,1.1999378744752391,2.099891280331647,15,11,95.21581926699218,0.6258621564535465,0
92.86660756163069,93.86655579036004,91.40001682616098,1.4665907354697083,2.46653896419906,14,25,92.51995884233784,0.7964510746506399,1
91.60000647190684,90.46673181268024,89.90009448306694,1.6999119888399008,0.5666373296133003,24,25,91.62000543648145,0.7155047082941902,1
94.79984080384078,95.29981491820546,94.49985633522198,0.2999844686188027,0.7999585829834785,8,15,94.97583169209715,0.27169165661333616,0
92.69994952350913,99.06628657975268,90.80004788892336,1.899901634585774,8.266238690829326,7,18,93.67589899474899,3.179933473974023,0
92.56662309301187,97.19971655279123,89.60011001444812,2.96651307856375,7.59960653834311,5,9,95.49980456395133,3.099387886639418,1
95.63313099444856,97.73302227478023,95.49980456395133,0.13332643049723458,2.233217710828896,2,0,97.20371634570616,1.1597606304042174,1
95.29981491820547,95.4331413487027,95.19982009533253,0.0999948228729437,0.23332125337017828,1,0,95.82778758297454,0.3821006170155349,1
95.26648331058114,94.53318794284628,94.49985633522198,0.7666269753591592,0.03333160762430509,23,10,95.01982941416124,0.2208957836962523,0
93.83322418273572,93.73322935986279,93.59990292936554,0.23332125337017828,0.1333264304972488,0,25,93.8638892617501,0.10909980504792154,0
97.29971137566416,96.46642118505638,96.39975796980775,0.899953405856408,0.0666632152486244,15,0,96.79173767546966,0.3381185615526716,0
94.16654025897884,93.83322418273572,93.49990810649261,0.6666321524862298,0.3333160762431078,9,25,93.90388719089928,0.21442770068960412,0
96.59974761555361,96.33309475455913,95.999778678316,0.5999689372376054,0.333316076243122,10,0,96.5477503076597,0.36671797651990123,0
95.49980456395133,96.26643153931049,95.29981491820546,0.1999896457458732,0.9666166211050324,0,0,96.41575714146742,0.46617753724567634,0
91.26669039566373,91.86665933290134,91.00003753466923,0.2666528609944976,0.866621798232103,0,25,92.94793668423402,1.0205822568225087,0
86.10029121389539,97.26637976803987,78.90066396704404,7.19962724685135,18.36571580099583,13,22,85.98429721936277,5.512295127655767,1
95.56646777919995,93.39991328361968,92.49995987776326,3.066507901436694,0.8999534058564223,11,22,93.60790251519538,1.0649969723000194,0
93.96655061323298,94.2998666894761,93.49990810649261,0.4666425067403708,0.7999585829834928,10,25,94.00788180668712,0.2261209972241985,0
91.99998576339858,94.49985633522196,91.99998576339858,0.0,2.4998705718233794,0,13,94.91583479837338,1.513243826621642,0
92.73328113113344,90.6000582431775,90.50006342030456,2.2332177108288818,0.0999948228729437,24,25,92.13597872250577,0.8375149947155143,0
95.89978385544306,95.53313617157563,95.3998097410784,0.49997411436466166,0.13332643049723458,18,0,95.64779690180326,0.16760993688938616,0
92.56662309301187,97.79968549002884,92.19997540914446,0.36664768386741287,5.599710080884378,0,4,97.00372669996028,1.9927801641788265,0
94.79984080384078,99.23294461787425,90.30007377455868,4.499767029282097,8.93287084331557,16,21,93.27591970325724,2.783419075519147,1
95.33314652582976,98.43298603489079,94.89983562671372,0.43331089911603726,3.5331504081770646,0,1,97.07572297242878,1.188981754636936,0
95.19982009533253,97.0997217299183,93.39991328361968,1.7999068117128445,3.6998084462986185,17,9,95.20381988824742,1.0519835567814064,1
93.89988739798436,93.96655061323298,93.89988739798436,0.0,0.0666632152486244,0,25,94.0478797358363,0.1062771396572629,0
98.33299121201783,96.63307922317794,96.49975279268068,1.8332384193371496,0.133326430497263,23,0,97.35970826938792,0.4462951656243713,0
97.49970102141003,95.46647295632702,95.09982527245958,2.39987574895045,0.3666476838674413,13,0,96.28776376819005,0.7267745898469278,0
93.43324489124399,94.5665195504706,93.09992881500087,0.333316076243122,1.4665907354697367,3,25,93.96388408462302,0.42601080631959004,0
96.79973726129948,97.33304298328846,96.29976314693481,0.49997411436467587,1.0332798363536568,4,0,97.56369770804871,0.6710122022634324,1
98.39965442726646,92.19997540914444,91.70000129477978,6.699653132486674,0.49997411436466166,24,9,96.2517656319558,2.30068422245467,1
91.73333290240409,90.50006342030456,89.70010483732106,2.033228065083023,0.7999585829834928,7,25,90.6000582431775,0.6026295664191051,0
95.69979420969719,95.23315170295685,94.89983562671372,0.7999585829834643,0.333316076243122,24,1,96.08777412244419,0.5853379548990298,1
80.06727023389494,98.06633835102333,80.00060701864632,0.0666632152486244,18.065731332377013,0,7,95.0998252724596,6.419698779402046,1
96.99972690704537,96.59974761555361,96.39975796980775,0.5999689372376196,0.19998964574585898,19,0,96.97972794247076,0.5114419947289751,0
96.09977350118895,89.86676287544263,89.800099660194,6.299673840994956,0.06666321524863861,24,19,93.4279118340241,2.120177003116517,1
91.60000647190684,97.8996803129018,91.30002200328803,0.2999844686188027,6.599658309613758,4,20,93.46390997025836,2.1507731152138705,1
97.03305851466966,97.79968549002884,96.49975279268068,0.533305721988981,1.2999326973481544,8,0,97.02772545744976,0.42941460803399195,0
96.13310510881324,96.46642118505638,94.5998511580949,1.5332539507183327,1.866570026961469,9,9,95.47980559937675,0.6875689393462346,0
94.93316723433803,94.16654025897884,93.99988222085729,0.9332850134807416,0.1666580381215539,24,24,94.33186503279543,0.26938538470200846,0
97.19971655279123,94.46652472759764,93.39991328361968,3.799803269171548,1.066611443977962,17,9,95.65979628054802,1.4130085815753233,0
95.4331413487027,95.09982527245957,95.09982527245958,0.333316076243122,-1.4210854715202004e-14,16,0,95.23181843865186,0.1287411500774498,0
94.36652990472471,94.43319311997334,94.19987186660316,0.1666580381215539,0.23332125337017828,7,25,94.44785902732805,0.1768975964124763,0
95.03316205721097,94.76650919621648,94.39986151234905,0.6333005448619247,0.3666476838674271,24,4,96.08377432952929,0.7275226400572029,1
88.83348303908896,89.13346750770775,88.60016178571877,0.2333212533701925,0.533305721988981,12,25,88.75615370940056,0.16988528902012656,0
91.40001682616098,90.26674216693436,90.20007895168574,1.1999378744752391,0.0666632152486244,23,24,92.36796671157097,1.474974820278412,1
94.36652990472471,93.1999236378738,92.69994952350913,1.6665803812155815,0.49997411436466166,24,16,94.61985012266949,0.9599502995801841,1
98.39965442726647,97.03305851466966,96.69974243842655,1.699911988839915,0.3333160762431078,24,0,97.80768507585869,0.4088015346861985,1
95.1664884877082,93.89988739798436,93.59990292936554,1.566585558342652,0.2999844686188169,24,16,94.67584722347834,0.5515364908048445,1
93.39991328361968,81.23387650074585,78.0007105611876,15.39920272243208,3.2331659395582477,16,25,85.2083373938688,5.633742042634004,1
92.76661273875776,97.43303780616141,91.40001682616098,1.3665959125967788,6.03302098000043,8,17,93.8158917467711,2.2467802016342966,1
96.13310510881324,95.83312064019445,95.79978903257013,0.3333160762431078,0.033331607624319304,14,0,95.9757799208265,0.11756942062016223,0
86.90024979687888,87.30022908837061,84.00039993356374,2.89984986331514,3.299829154806872,15,25,85.74830943738264,1.1872447263610302,0
93.73322935986279,94.0332138284816,93.69989775223848,0.03333160762430509,0.333316076243122,1,21,94.29586689656118,0.48286629221871497,0
95.26648331058114,94.8665040190894,94.39986151234905,0.8666217982320887,0.46664250674035657,0,4,96.01577784997566,0.7351789116598487,1
94.8331724114651,92.0333173710229,91.99998576339858,2.8331866480665155,0.033331607624319304,23,16,94.43585964858329,1.4968206298081426,0
97.69969066715589,97.59969584428296,97.59969584428296,0.09999482287292949,0.0,2,0,97.6796917025813,0.07482927352833578,0
91.46668004140959,96.39975796980775,89.70010483732106,1.7665752040885252,6.699653132486688,7,14,93.83189091843076,2.9520964702672274,0
96.16643671643756,94.26653508185177,94.19987186660316,1.9665648498343984,0.06666321524861019,24,10,95.4238084985679,0.7360488432287207,1
95.19982009533253,90.86671110417198,90.40006859743163,4.7997514979009,0.46664250674035657,24,23,92.66395138727488,1.4970878113816004,0
98.46631764251508,74.03424925389449,73.5009435319055,24.965374110609574,0.533305721988981,24,19,85.56431896329646,8.883047504963335,1
96.23309993168618,96.63307922317794,94.29986668947609,1.9332332422100933,2.333212533701854,6,10,95.79978903257015,1.2049272426672863,1
95.46647295632702,92.66661791588483,92.59995470063619,2.866518255690835,0.06666321524863861,23,21,94.01588139251697,0.7947821017826455,1
90.6000582431775,91.50001164903392,89.30012554582932,1.2999326973481828,2.199886103204605,6,25,91.28802262454326,1.1282394196085712,0
93.56657132174125,91.13336396516648,90.40006859743163,3.1665027243096233,0.7332953677348542,24,25,93.29991846074674,1.0310625181916708,1
92.99993399212794,96.86640047654811,91.79999611765271,1.199937874475225,5.066404358895397,13,19,93.5239068639821,1.8356130008504967,1
96.19976832406188,95.73312581732152,95.59979938682426,0.5999689372376196,0.133326430497263,24,0,96.16377018782761,0.28687188474173864,0
93.83322418273572,94.2998666894761,93.79989257511141,0.03333160762430509,0.4999741143646901,1,25,94.01588139251695,0.15665713746155988,0
95.56646777919995,98.73297050350958,95.29981491820546,0.2666528609944976,3.433155585304121,0,0,97.01172628579013,1.3743581801714917,1
92.0333173710229,93.46657649886829,89.50011519157519,2.533202179447713,3.966461307293102,7,20,93.10392860791579,2.117526785545784,0
95.99977867831599,97.3663745909128,92.39996505489033,3.5998136234256606,4.966409536022468,12,13,95.09982527245958,1.6803891226238252,1
93.69989775223848,94.73317758859217,93.39991328361968,0.2999844686188027,1.333264304972488,2,19,94.57585240060541,0.6482133059922829,1
93.89988739798436,93.69989775223848,93.49990810649261,0.3999792914917464,0.1999896457458732,0,13,94.76384266760653,0.8744282833109405,0
97.56636423665866,95.89978385544306,94.99983044958665,2.5665337870720037,0.899953405856408,10,2,95.96378054208175,0.8535974168711531,0
96.26643153931049,97.1330533375426,94.79984080384078,1.4665907354697083,2.3332125337018255,13,2,95.91578302710275,0.6815393614302835,0
94.0332138284816,97.03305851466966,91.79999611765271,2.233217710828896,5.233062397016951,8,13,95.02782899999106,2.25545765399096,1
91.50001164903391,93.13326042262518,91.2000271804151,0.2999844686188027,1.933233242210079,5,25,91.92798949093007,0.665409761645331,1
96.69974243842655,96.66641083080223,95.89978385544308,0.7999585829834785,0.7666269753591592,11,0,96.50775237851052,0.322374376278579,1
96.09977350118895,95.79978903257013,95.79978903257013,0.2999844686188169,0.0,16,0,96.03977660746516,0.19998964574587064,0
78.60067949842522,96.93306369179675,72.00102118881148,6.599658309613744,24.93204250298527,15,22,79.13665174902415,7.896369250930342,1
92.39996505489033,92.26663862439308,91.99998576339858,0.3999792914917464,0.2666528609944976,24,25,92.68795014476439,0.23717119399618802,1
95.89978385544309,96.43308957743206,95.89978385544308,1.4210854715202004e-14,0.533305721988981,0,0,96.26776480361546,0.2572336450508676,0
93.99988222085729,93.89988739798436,93.49990810649261,0.49997411436467587,0.3999792914917464,17,25,93.82789112551583,0.1637474380718276,0
98.1996647815206,97.33304298328846,96.59974761555361,1.5999171659669855,0.7332953677348542,24,0,98.09167037281783,0.7109737385254288,0
